"CCAA.Codigo.ISO","ISO2","Fecha","Casos","Hospitalizados","UCI","Fallecidos","Recuperados","Casos_Activos","Casos_24h","Casos_Porc24h","Casos_Porcvar","Hospitalizados_24h","Hospitalizados_Porc24h","Hospitalizados_Porcvar","UCI_24h","UCI_Porc24h","UCI_Porcvar","Fallecidos_24h","Fallecidos_Porc24h","Fallecidos_Porcvar","Recuperados_24h","Recuperados_Porc24h","Recuperados_Porcvar","Casos_Activos_24h","Casos_Activos_Porc24h","Casos_Activos_Porcvar","tmstamp"
"PV","ES-PV",2020-02-28,2,0,0,0,0,2,2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,NA,NA,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-02-29,3,0,0,0,0,3,1,0.5,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,0.5,NA,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-01,9,0,0,0,0,9,6,2,3,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6,2,3,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-02,13,0,0,0,0,13,4,0.444444444444444,-0.777778,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,0.444444444444444,-0.777778,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-03,17,0,0,0,0,17,4,0.307692307692308,-0.307692,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,0.307692307692308,-0.307692,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-04,17,0,0,0,0,17,0,0,-1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,-1,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-05,45,0,0,0,0,45,28,1.64705882352941,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,28,1.64705882352941,NA,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-06,45,0,0,0,0,45,0,0,-1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,-1,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-07,70,0,0,0,0,70,25,0.555555555555556,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,25,0.555555555555556,NA,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-08,149,0,5,6,2,141,79,1.12857142857143,1.031429,0,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,71,1.01428571428571,0.825714,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-09,195,0,5,6,2,187,46,0.308724832214765,-0.726446,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,46,0.326241134751773,-0.678354,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-10,225,102,15,6,2,217,30,0.153846153846154,-0.501672,102,NA,NA,10,2,NA,0,0,NA,0,0,NA,30,0.160427807486631,-0.508254,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-11,346,146,18,11,1,334,121,0.537777777777778,2.495556,44,0.431372549019608,NA,3,0.2,-0.9,5,0.833333333333333,NA,-1,-0.5,NA,117,0.539170506912442,2.360829,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-12,417,179,20,14,2,401,71,0.205202312138728,-0.618425,33,0.226027397260274,-0.476027,2,0.111111111111111,-0.444444,3,0.272727272727273,-0.672727,1,1,-3,67,0.20059880239521,-0.627949,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-13,521,179,22,14,5,502,104,0.249400479616307,0.215388,0,0,-1,2,0.1,-0.1,0,0,-1,3,1.5,0.5,101,0.251870324189526,0.255592,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-14,630,262,29,23,5,602,109,0.209213051823417,-0.161136,83,0.463687150837989,NA,7,0.318181818181818,2.181818,9,0.642857142857143,NA,0,0,-1,100,0.199203187250996,-0.209104,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-15,630,262,29,23,5,602,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,NA,0,0,-1,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-16,765,309,33,36,11,718,135,0.214285714285714,NA,47,0.179389312977099,NA,4,0.137931034482759,NA,13,0.565217391304348,NA,6,1.2,NA,116,0.192691029900332,NA,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-17,973,353,37,40,14,919,208,0.271895424836601,0.268845,44,0.142394822006472,-0.206225,4,0.121212121212121,-0.121212,4,0.111111111111111,-0.803419,3,0.272727272727273,-0.772727,201,0.279944289693593,0.452814,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-18,1190,455,44,53,18,1119,217,0.223021582733813,-0.179752,102,0.288951841359773,1.02923,7,0.189189189189189,0.560811,13,0.325,1.925,4,0.285714285714286,0.047619,200,0.217627856365615,-0.222603,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-19,1465,550,53,71,21,1373,275,0.23109243697479,0.036189,95,0.208791208791209,-0.277419,9,0.204545454545455,0.081169,18,0.339622641509434,0.044993,3,0.166666666666667,-0.416667,254,0.226988382484361,0.043012,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-20,1725,654,71,85,165,1475,260,0.177474402730375,-0.23202,104,0.189090909090909,-0.094354,18,0.339622641509434,0.660377,14,0.197183098591549,-0.419405,144,6.85714285714286,40.142857,102,0.0742898761835397,-0.672715,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-21,2097,988,81,97,216,1784,372,0.215652173913043,0.215117,334,0.510703363914373,1.700835,10,0.140845070422535,-0.58529,12,0.141176470588235,-0.284034,51,0.309090909090909,-0.954924,309,0.209491525423729,1.81992,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-22,2421,1252,92,120,283,2018,324,0.15450643776824,-0.283539,264,0.267206477732794,-0.476787,11,0.135802469135802,-0.035802,23,0.237113402061856,0.679553,67,0.310185185185185,0.00354,234,0.131165919282511,-0.373884,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-23,2728,1425,106,133,344,2251,307,0.126807104502272,-0.179276,173,0.138178913738019,-0.482876,14,0.152173913043478,0.120553,13,0.108333333333333,-0.543116,61,0.215547703180212,-0.3051,233,0.115460852329039,-0.119734,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-24,3271,1577,119,155,466,2650,543,0.199046920821114,0.569683,152,0.106666666666667,-0.228054,13,0.122641509433962,-0.19407,22,0.165413533834586,0.526894,122,0.354651162790698,0.645349,399,0.177254553531764,0.535192,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-25,3946,1907,137,180,621,3145,675,0.206358911647814,0.036735,330,0.209258084971465,0.961795,18,0.151260504201681,0.233355,25,0.161290322580645,-0.024927,155,0.332618025751073,-0.062126,495,0.186792452830189,0.053809,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-26,4601,2270,154,207,814,3580,655,0.165990876837304,-0.195621,363,0.190351337178815,-0.090351,17,0.124087591240876,-0.179643,27,0.15,-0.07,193,0.310789049919485,-0.065628,435,0.138314785373609,-0.259527,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-27,5136,2612,176,241,1023,3872,535,0.116279069767442,-0.299485,342,0.150660792951542,-0.208512,22,0.142857142857143,0.151261,34,0.164251207729469,0.095008,209,0.256756756756757,-0.173855,292,0.0815642458100559,-0.4103,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-28,5740,3106,271,265,1503,3972,604,0.117601246105919,0.011371,494,0.189127105666156,0.255317,95,0.539772727272727,2.778409,24,0.0995850622406639,-0.393703,480,0.469208211143695,0.827443,100,0.0258264462809917,-0.683361,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-29,6057,3427,293,297,1646,4114,317,0.0552264808362369,-0.530392,321,0.103348358016742,-0.453551,22,0.0811808118081181,-0.849602,32,0.120754716981132,0.212579,143,0.0951430472388556,-0.797226,142,0.0357502517623364,0.38425,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-30,6320,3594,307,325,1796,4199,263,0.0434208353970612,-0.213768,167,0.0487306682229355,-0.528481,14,0.0477815699658703,-0.411418,28,0.0942760942760943,-0.219276,150,0.0911300121506683,-0.042179,85,0.0206611570247934,-0.42207,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-03-31,6838,3806,324,369,2165,4304,518,0.0819620253164557,0.88762,212,0.0589872008903728,0.210474,17,0.0553745928338762,0.158911,44,0.135384615384615,0.436044,369,0.205456570155902,1.254543,105,0.0250059537985235,0.210288,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-04-01,7317,4087,344,412,2490,4415,479,0.0700497221409769,-0.145339,281,0.0738307934839727,0.251641,20,0.0617283950617284,0.114742,43,0.116531165311653,-0.139258,325,0.150115473441109,-0.269357,111,0.0257899628252788,0.031353,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-04-02,7827,4283,363,444,2809,4574,510,0.0697006970069701,-0.004983,196,0.0479569366283337,-0.350448,19,0.0552325581395349,-0.105233,32,0.0776699029126214,-0.333484,319,0.128112449799197,-0.146574,159,0.0360135900339751,0.396419,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-04-03,8187,4522,377,477,3098,4612,360,0.0459946339593714,-0.340112,239,0.055802007938361,0.163586,14,0.0385674931129477,-0.301725,33,0.0743243243243243,-0.043074,289,0.102883588465646,-0.196927,38,0.00830782684739834,-0.769314,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-04-04,8628,4666,404,515,3405,4708,441,0.0538658849395383,0.171134,144,0.031844316674038,-0.429334,27,0.0716180371352785,0.856953,38,0.079664570230608,0.071851,307,0.0990961910910265,-0.036812,96,0.02081526452732,1.505501,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-04-05,8810,4794,410,548,3568,4694,182,0.0210941121928605,-0.608396,128,0.0274324903557651,-0.138544,6,0.0148514851485149,-0.792629,33,0.0640776699029126,-0.195657,163,0.047870778267254,-0.516926,-14,-0.00297366185216653,-1.14286,"2020-04-07 14:26:04 UTC"
"PV","ES-PV",2020-04-06,9021,4856,417,586,3728,4707,211,0.023950056753689,0.135391,62,0.0129328327075511,-0.528558,7,0.0170731707317073,0.149593,38,0.0693430656934307,0.082172,160,0.0448430493273543,-0.063248,13,0.00276949296974862,-1.931341,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-20,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-21,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-22,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-23,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-24,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-25,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-26,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-27,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-28,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-02-29,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-01,1,0,0,0,0,1,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-02,3,0,0,0,0,3,2,2,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,2,NA,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-03,7,0,0,0,0,7,4,1.33333333333333,-0.333333,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,1.33333333333333,-0.333333,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-04,11,0,0,0,0,11,4,0.571428571428571,-0.571429,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,0.571428571428571,-0.571429,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-05,29,0,0,0,0,29,18,1.63636363636364,1.863636,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,18,1.63636363636364,1.863636,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-06,39,0,0,0,0,39,10,0.344827586206897,-0.789272,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,10,0.344827586206897,-0.789272,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-07,55,0,0,0,0,55,16,0.41025641025641,0.189744,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,16,0.41025641025641,0.189744,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-08,81,0,1,0,0,81,26,0.472727272727273,0.152273,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,26,0.472727272727273,0.152273,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-09,144,0,1,1,0,143,63,0.777777777777778,0.645299,0,NA,NA,0,0,NA,1,NA,NA,0,NA,NA,62,0.765432098765432,0.619183,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-10,179,13,1,2,1,176,35,0.243055555555556,-0.6875,13,NA,NA,0,0,NA,1,1,NA,1,NA,NA,33,0.230769230769231,-0.698511,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-11,205,21,1,2,1,202,26,0.145251396648045,-0.402394,8,0.615384615384615,NA,0,0,NA,0,0,-1,0,0,NA,26,0.147727272727273,-0.359848,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-12,243,27,2,3,1,239,38,0.185365853658537,0.276173,6,0.285714285714286,-0.535714,1,1,NA,1,0.5,NA,0,0,NA,37,0.183168316831683,0.239909,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-13,278,38,2,3,1,274,35,0.1440329218107,-0.22298,11,0.407407407407407,0.425926,0,0,-1,0,0,-1,0,0,NA,35,0.146443514644351,-0.200498,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-14,300,58,7,3,1,296,22,0.079136690647482,-0.450565,20,0.526315789473684,0.291866,5,2.5,NA,0,0,NA,0,0,NA,22,0.0802919708029197,-0.451721,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-15,312,64,13,4,2,306,12,0.04,-0.494545,6,0.103448275862069,-0.803448,6,0.857142857142857,-0.657143,1,0.333333333333333,NA,1,1,NA,10,0.0337837837837838,-0.579238,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-16,355,82,13,5,2,348,43,0.137820512820513,2.445513,18,0.28125,1.71875,0,0,-1,1,0.25,-0.25,0,0,-1,42,0.137254901960784,3.062745,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-17,419,99,13,5,2,412,64,0.180281690140845,0.30809,17,0.207317073170732,-0.262873,0,0,NA,0,0,-1,0,0,NA,64,0.183908045977011,0.339901,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-18,468,121,15,5,2,461,49,0.116945107398568,-0.35132,22,0.222222222222222,0.071895,2,0.153846153846154,NA,0,0,NA,0,0,NA,49,0.118932038834951,-0.353307,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-19,497,122,15,7,13,477,29,0.061965811965812,-0.470129,1,0.00826446280991736,-0.96281,0,0,-1,2,0.4,NA,11,5.5,NA,16,0.03470715835141,-0.708177,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-20,564,128,17,15,18,531,67,0.134808853118712,1.175536,6,0.0491803278688525,4.95082,2,0.133333333333333,NA,8,1.14285714285714,1.857143,5,0.384615384615385,-0.93007,54,0.113207547169811,2.261792,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-21,654,134,17,18,18,618,90,0.159574468085106,0.183709,6,0.046875,-0.046875,0,0,-1,3,0.2,-0.825,0,0,-1,87,0.163841807909605,0.447269,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-22,747,166,22,22,18,707,93,0.142201834862385,-0.108869,32,0.238805970149254,4.094527,5,0.294117647058824,NA,4,0.222222222222222,0.111111,0,0,NA,89,0.144012944983819,-0.121024,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-23,802,206,24,30,24,748,55,0.0736278447121821,-0.48223,40,0.240963855421687,0.009036,2,0.0909090909090909,-0.690909,8,0.363636363636364,0.636364,6,0.333333333333333,NA,41,0.057991513437058,-0.597317,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-24,928,254,33,37,43,848,126,0.1571072319202,1.133802,48,0.233009708737864,-0.03301,9,0.375,3.125,7,0.233333333333333,-0.358333,19,0.791666666666667,1.375,100,0.133689839572193,1.305335,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-25,995,316,36,43,48,904,67,0.072198275862069,-0.540452,62,0.244094488188976,0.047572,3,0.0909090909090909,-0.757576,6,0.162162162162162,-0.305019,5,0.116279069767442,-0.853121,56,0.0660377358490566,-0.506038,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-26,1236,388,43,55,62,1119,241,0.242211055276382,2.354804,72,0.227848101265823,-0.066558,7,0.194444444444444,1.138889,12,0.27906976744186,0.72093,14,0.291666666666667,1.508333,215,0.23783185840708,2.601454,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-27,1436,458,43,65,364,1007,200,0.161812297734628,-0.331937,70,0.180412371134021,-0.20819,0,0,-1,10,0.181818181818182,-0.348485,302,4.87096774193548,15.700461,-112,-0.100089365504915,-1.420841,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-28,1629,497,43,68,397,1164,193,0.134401114206128,-0.169401,39,0.0851528384279476,-0.52801,0,0,NA,3,0.0461538461538462,-0.746154,33,0.0906593406593407,-0.981388,157,0.155908639523337,-2.557694,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-29,1733,517,43,71,431,1231,104,0.0638428483732351,-0.524983,20,0.0402414486921529,-0.527421,0,0,NA,3,0.0441176470588235,-0.044118,34,0.0856423173803526,-0.055339,67,0.0575601374570447,-0.630809,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-30,1810,575,51,85,496,1229,77,0.0444316214656665,-0.304047,58,0.112185686653772,1.787814,8,0.186046511627907,NA,14,0.197183098591549,3.469484,65,0.150812064965197,0.760953,-2,-0.0016246953696182,-1.028226,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-03-31,1960,619,54,90,569,1301,150,0.0828729281767956,0.865179,44,0.0765217391304348,-0.317901,3,0.0588235294117647,-0.683824,5,0.0588235294117647,-0.701681,73,0.147177419354839,-0.0241,72,0.0585842148087876,-37.058584,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-04-01,2083,660,57,101,641,1341,123,0.0627551020408163,-0.242755,41,0.0662358642972536,-0.134418,3,0.0555555555555556,-0.055556,11,0.122222222222222,1.077778,72,0.126537785588752,-0.140236,40,0.0307455803228286,-0.47519,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-04-02,2224,738,64,109,745,1370,141,0.0676908305328853,0.078651,78,0.118181818181818,0.784257,7,0.12280701754386,1.210526,8,0.0792079207920792,-0.351935,104,0.162246489859594,0.282198,29,0.0216256524981357,-0.296626,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-04-03,2405,805,64,128,843,1434,181,0.0813848920863309,0.202303,67,0.0907859078590786,-0.231812,0,0,-1,19,0.174311926605505,1.200688,98,0.131543624161074,-0.189236,64,0.0467153284671533,1.160181,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-04-04,2592,855,66,134,904,1554,187,0.0777546777546778,-0.044606,50,0.062111801242236,-0.315843,2,0.03125,NA,6,0.046875,-0.731086,61,0.0723606168446026,-0.449912,120,0.0836820083682008,0.791318,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-04-05,2719,888,66,141,964,1614,127,0.0489969135802469,-0.369853,33,0.0385964912280702,-0.378596,0,0,-1,7,0.0522388059701493,0.114428,60,0.0663716814159292,-0.082765,60,0.0386100386100386,-0.53861,"2020-04-07 14:26:04 UTC"
"RI","ES-RI",2020-04-06,2846,918,66,160,994,1692,127,0.0467083486575947,-0.046708,30,0.0337837837837838,-0.124693,0,0,NA,19,0.134751773049645,1.579534,30,0.0311203319502075,-0.53112,78,0.0483271375464684,0.251673,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-20,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-21,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-22,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-23,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-24,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-25,1,0,0,0,0,1,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-26,2,0,0,0,0,2,1,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-27,8,0,0,0,0,8,6,3,2,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6,3,2,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-28,10,0,0,0,0,10,2,0.25,-0.916667,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,0.25,-0.916667,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-02-29,15,0,0,0,0,15,5,0.5,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5,0.5,1,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-01,15,0,0,0,0,15,0,0,-1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,-1,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-02,15,0,0,0,0,15,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-03,19,0,0,0,0,19,4,0.266666666666667,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,0.266666666666667,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-04,19,0,0,0,0,19,0,0,-1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,-1,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-05,30,0,0,0,0,30,11,0.578947368421053,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,11,0.578947368421053,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-06,30,0,0,0,0,30,0,0,-1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,-1,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-07,37,0,0,0,0,37,7,0.233333333333333,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,7,0.233333333333333,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-08,37,0,1,1,1,35,0,0,-1,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,-2,-0.0540540540540541,-1.23166,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-09,50,0,1,1,1,48,13,0.351351351351351,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,13,0.371428571428571,-7.871429,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-10,65,0,1,1,1,63,15,0.3,-0.146154,0,NA,NA,0,0,NA,0,0,NA,0,0,NA,15,0.3125,-0.158654,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-11,76,22,2,1,1,74,11,0.169230769230769,-0.435897,22,NA,NA,1,1,NA,0,0,NA,0,0,NA,11,0.174603174603175,-0.44127,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-12,94,23,2,1,2,91,18,0.236842105263158,0.399522,1,0.0454545454545455,NA,0,0,-1,0,0,NA,1,1,NA,17,0.22972972972973,0.315725,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-13,130,31,4,4,2,124,36,0.382978723404255,0.617021,8,0.347826086956522,6.652174,2,1,NA,3,3,NA,0,0,-1,33,0.362637362637363,0.578539,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-14,409,31,4,5,2,402,279,2.14615384615385,4.603846,0,0,-1,0,0,-1,1,0.25,-0.916667,0,0,NA,278,2.24193548387097,5.182307,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-15,409,31,4,5,2,402,0,0,-1,0,0,NA,0,0,NA,0,0,-1,0,0,NA,0,0,-1,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-16,541,135,27,13,12,516,132,0.322738386308068,NA,104,3.35483870967742,NA,23,5.75,NA,8,1.6,NA,10,5,NA,114,0.283582089552239,NA,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-17,726,252,40,22,16,688,185,0.341959334565619,0.059556,117,0.866666666666667,-0.741667,13,0.481481481481481,-0.916264,9,0.692307692307692,-0.567308,4,0.333333333333333,-0.933333,172,0.333333333333333,0.175439,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-18,921,274,52,24,19,878,195,0.268595041322314,-0.214541,22,0.0873015873015873,-0.899267,12,0.3,-0.376923,2,0.0909090909090909,-0.868687,3,0.1875,-0.4375,190,0.276162790697674,-0.171512,"2020-04-07 14:26:04 UTC"
"VC","ES-VC",2020-03-19,1105,378,71,33,20,1052,184,0.199782844733985,-0.256193,104,0.37956204379562,3.347711,19,0.365384615384615,0.217949,9,0.375,3.125,1,0.0526315789473684,-0.719298,174,0.198177676537585,-0.282388,"2020-04-07 14:26:04 UTC"
